transport_type,distance_km,electricity_kwh,diet_type,waste_kg,flights_per_year,transport_co2,electricity_co2,diet_co2,waste_co2,flight_co2,total_co2_kg
bus,30.01,188.27,meat_light,26.96,4,36.01,154.38,200,13.48,85.0,496.42
bus,47.31,221.94,vegetarian,27.0,0,56.77,181.99,100,13.5,0.0,332.38
bus,15.21,111.37,meat_heavy,28.89,1,18.25,91.32,300,14.44,21.25,459.3
car_diesel,19.89,220.72,meat_heavy,34.19,3,101.42,180.99,300,17.09,63.75,713.24
bus,89.31,118.52,meat_light,26.09,0,107.17,97.19,200,13.04,0.0,384.29
car_petrol,0.1,116.27,pescatarian,33.28,2,0.64,95.34,150,16.64,42.5,321.36
walking,25.68,36.85,vegetarian,17.02,0,0.0,30.22,100,8.51,0.0,136.71
walking,0.02,117.75,meat_light,15.82,0,0.0,96.55,200,7.91,0.0,302.38
car_petrol,12.98,154.75,vegetarian,12.39,2,81.77,126.9,100,6.2,42.5,361.17
train,13.55,101.58,meat_light,18.1,1,12.2,83.3,200,9.05,21.25,324.13
train,44.67,113.56,meat_light,23.42,0,40.2,93.12,200,11.71,0.0,355.78
car_electric,3.55,168.92,pescatarian,28.01,0,5.33,138.51,150,14.01,0.0,309.69
walking,22.68,232.0,meat_light,22.51,0,0.0,190.24,200,11.25,0.0,406.82
bus,32.61,196.06,meat_light,25.92,0,39.14,160.77,200,12.96,0.0,406.54
train,76.67,154.14,pescatarian,13.46,0,69.0,126.39,150,6.73,0.0,352.45
bus,0.25,186.32,meat_heavy,24.24,0,0.29,152.78,300,12.12,0.0,472.24
motorcycle,10.19,236.29,vegan,22.67,4,33.64,193.76,50,11.34,85.0,392.26
train,35.72,234.9,pescatarian,15.01,3,32.15,192.62,150,7.5,63.75,422.98
car_diesel,20.04,105.12,meat_light,5.72,3,102.19,86.2,200,2.86,63.75,456.69
car_electric,7.12,176.46,meat_light,1.0,0,10.68,144.69,200,0.5,0.0,340.02
car_electric,11.17,227.1,pescatarian,16.21,1,16.76,186.22,150,8.1,21.25,389.91
car_diesel,31.71,24.5,meat_heavy,34.81,0,161.71,20.09,300,17.41,0.0,529.81
bus,23.49,160.18,meat_light,21.6,2,28.18,131.35,200,10.8,42.5,408.43
bus,1.6,187.75,meat_light,6.97,2,1.92,153.96,200,3.48,42.5,402.24
bus,32.3,298.32,meat_heavy,19.75,1,38.76,244.62,300,9.87,21.25,603.21
car_petrol,23.76,150.26,meat_heavy,16.04,1,149.69,123.22,300,8.02,21.25,579.98
train,7.86,191.77,vegetarian,31.77,3,7.07,157.25,100,15.89,63.75,327.49
walking,0.18,101.13,vegan,14.87,2,0.0,82.93,50,7.43,42.5,188.52
train,7.42,268.11,meat_light,14.49,2,6.67,219.85,200,7.25,42.5,486.48
car_petrol,37.97,204.31,vegetarian,30.25,0,239.22,167.54,100,15.13,0.0,512.97
car_diesel,6.46,181.3,meat_light,29.22,0,32.96,148.66,200,14.61,0.0,422.74
car_petrol,39.61,111.16,pescatarian,15.06,0,249.56,91.15,150,7.53,0.0,512.73
car_diesel,42.21,131.04,meat_heavy,2.24,0,215.27,107.45,300,1.12,0.0,645.93
train,6.24,18.26,meat_heavy,20.12,1,5.62,14.97,300,10.06,21.25,350.55
train,6.7,183.73,meat_heavy,23.12,2,6.03,150.65,300,11.56,42.5,503.23
walking,11.93,88.01,meat_heavy,23.38,2,0.0,72.17,300,11.69,42.5,443.64
car_petrol,36.04,191.9,vegetarian,28.94,1,227.03,157.36,100,14.47,21.25,487.69
motorcycle,6.99,89.78,vegetarian,16.41,0,23.06,73.62,100,8.2,0.0,218.65
bus,12.64,283.22,meat_heavy,24.85,0,15.16,232.24,300,12.42,0.0,541.51
walking,11.6,172.67,meat_heavy,18.42,1,0.0,141.59,300,9.21,21.25,436.8
car_petrol,16.42,250.97,meat_light,8.1,4,103.48,205.8,200,4.05,85.0,601.65
train,56.7,125.03,vegetarian,15.65,0,51.03,102.52,100,7.82,0.0,261.9
car_electric,13.76,94.62,pescatarian,20.75,1,20.63,77.59,150,10.38,21.25,299.85
car_electric,1.68,87.63,vegetarian,17.37,1,2.52,71.86,100,8.69,21.25,190.17
motorcycle,23.51,130.91,meat_heavy,19.59,0,77.57,107.35,300,9.79,0.0,516.76
car_electric,16.11,54.45,vegan,10.98,0,24.16,44.65,50,5.49,0.0,132.05
train,3.93,204.38,meat_light,21.69,0,3.54,167.59,200,10.84,0.0,404.45
car_diesel,15.13,221.04,meat_heavy,20.71,3,77.17,181.26,300,10.35,63.75,582.73
walking,1.4,156.66,meat_light,6.11,1,0.0,128.46,200,3.06,21.25,351.61
walking,6.88,172.64,vegan,18.38,1,0.0,141.57,50,9.19,21.25,228.46
bus,29.62,167.28,vegetarian,17.86,1,35.55,137.17,100,8.93,21.25,282.31
bus,27.7,194.74,meat_light,20.57,1,33.24,159.69,200,10.28,21.25,430.98
motorcycle,45.58,163.78,meat_light,9.45,3,150.41,134.3,200,4.73,63.75,587.17
bus,25.76,107.51,meat_heavy,1.17,4,30.91,88.16,300,0.59,85.0,536.59
car_petrol,47.44,141.08,meat_light,23.84,2,298.88,115.68,200,11.92,42.5,675.63
walking,15.21,204.94,meat_light,25.36,3,0.0,168.05,200,12.68,63.75,447.76
motorcycle,2.85,239.07,meat_heavy,14.59,0,9.41,196.03,300,7.29,0.0,500.87
car_petrol,29.34,156.86,meat_light,22.99,1,184.83,128.63,200,11.49,21.25,510.23
train,23.04,193.11,meat_heavy,22.33,2,20.73,158.35,300,11.16,42.5,569.16
walking,21.76,143.89,meat_heavy,12.2,0,0.0,117.99,300,6.1,0.0,394.02
car_petrol,32.83,11.17,vegetarian,20.16,2,206.83,9.16,100,10.08,42.5,358.01
car_diesel,26.41,28.89,meat_light,26.93,0,134.7,23.69,200,13.46,0.0,389.4
car_diesel,4.32,192.36,vegetarian,27.67,0,22.05,157.74,100,13.84,0.0,309.53
train,9.91,100.06,meat_light,22.8,0,8.92,82.05,200,11.4,0.0,297.12
car_petrol,16.12,60.76,vegan,3.24,0,101.53,49.83,50,1.62,0.0,211.31
car_electric,31.4,83.51,meat_light,4.93,4,47.1,68.48,200,2.46,85.0,377.82
car_petrol,23.41,10.0,meat_light,8.44,1,147.48,8.2,200,4.22,21.25,389.33
cycle,34.29,10.0,meat_light,17.91,1,0.0,8.2,200,8.95,21.25,236.79
car_petrol,4.78,229.31,vegetarian,19.62,1,30.12,188.04,100,9.81,21.25,340.56
car_petrol,79.43,95.91,meat_heavy,30.4,0,500.41,78.65,300,15.2,0.0,856.88
bus,45.06,186.73,vegan,12.81,3,54.08,153.12,50,6.4,63.75,305.41
cycle,16.87,176.37,meat_heavy,19.61,2,0.0,144.63,300,9.81,42.5,467.29
bus,18.83,314.16,vegan,24.55,2,22.6,257.61,50,12.28,42.5,398.06
car_petrol,21.11,259.09,vegetarian,25.45,1,133.01,212.45,100,12.72,21.25,462.62
bus,37.11,109.96,meat_light,22.88,4,44.53,90.16,200,11.44,85.0,407.46
cycle,30.31,105.41,vegetarian,27.47,3,0.0,86.43,100,13.74,63.75,258.0
car_petrol,22.94,165.69,meat_light,17.35,3,144.55,135.87,200,8.68,63.75,578.04
car_petrol,11.99,124.2,meat_heavy,31.42,2,75.56,101.85,300,15.71,42.5,494.1
cycle,2.66,175.62,meat_heavy,14.76,1,0.0,144.01,300,7.38,21.25,456.69
car_electric,10.5,81.22,meat_light,13.82,3,15.75,66.6,200,6.91,63.75,342.11
car_petrol,45.59,161.46,vegetarian,20.86,0,287.24,132.39,100,10.43,0.0,533.57
bus,16.36,77.35,meat_light,23.0,2,19.63,63.42,200,11.5,42.5,333.42
bus,15.0,75.4,meat_light,11.57,0,18.0,61.83,200,5.79,0.0,293.31
cycle,10.95,114.35,pescatarian,16.99,2,0.0,93.77,150,8.5,42.5,285.05
bus,13.43,129.42,meat_light,13.82,1,16.11,106.12,200,6.91,21.25,329.08
car_petrol,25.59,118.69,meat_light,28.69,0,161.23,97.32,200,14.35,0.0,458.63
car_petrol,36.56,223.48,meat_light,16.93,2,230.3,183.25,200,8.47,42.5,641.73
car_petrol,89.3,197.91,vegan,24.16,0,562.62,162.29,50,12.08,0.0,817.56
car_petrol,20.95,131.16,vegetarian,19.63,0,131.95,107.55,100,9.82,0.0,327.63
bus,6.94,181.75,meat_light,17.64,0,8.33,149.04,200,8.82,0.0,379.3
cycle,0.63,279.02,pescatarian,11.96,2,0.0,228.8,150,5.98,42.5,459.51
walking,7.73,63.59,meat_light,18.37,0,0.0,52.15,200,9.18,0.0,251.6
cycle,4.43,143.32,meat_light,18.32,0,0.0,117.52,200,9.16,0.0,325.2
bus,47.22,189.0,vegetarian,15.57,2,56.66,154.98,100,7.79,42.5,357.91
car_petrol,31.32,114.68,pescatarian,15.89,2,197.3,94.04,150,7.94,42.5,470.85
car_petrol,0.25,10.0,vegetarian,11.91,0,1.58,8.2,100,5.96,0.0,114.42
train,31.41,145.3,meat_heavy,21.84,0,28.27,119.14,300,10.92,0.0,456.24
car_electric,10.99,178.92,meat_heavy,25.36,1,16.49,146.72,300,12.68,21.25,494.21
car_petrol,141.82,259.14,meat_light,23.74,1,893.45,212.5,200,11.87,21.25,1433.89
car_petrol,8.65,173.87,vegan,16.21,0,54.47,142.58,50,8.1,0.0,246.92
bus,13.03,182.62,vegetarian,32.82,0,15.64,149.75,100,16.41,0.0,281.4
motorcycle,8.61,144.98,meat_light,31.11,0,28.4,118.88,200,15.56,0.0,364.78
car_diesel,18.69,191.62,pescatarian,25.8,2,95.3,157.13,150,12.9,42.5,490.15
bus,4.02,108.92,meat_heavy,22.49,1,4.82,89.31,300,11.25,21.25,418.79
car_petrol,11.98,195.84,pescatarian,19.64,1,75.49,160.59,150,9.82,21.25,422.39
motorcycle,4.62,152.98,meat_heavy,18.26,0,15.23,125.44,300,9.13,0.0,429.0
car_electric,41.35,184.62,vegan,17.21,4,62.03,151.38,50,8.61,85.0,360.49
bus,11.46,116.29,vegan,23.8,0,13.75,95.36,50,11.9,0.0,180.68
train,18.2,87.43,meat_heavy,21.63,2,16.38,71.7,300,10.81,42.5,452.44
motorcycle,83.43,169.54,pescatarian,26.84,1,275.31,139.03,150,13.42,21.25,606.23
car_electric,9.16,239.52,meat_light,4.98,0,13.73,196.4,200,2.49,0.0,429.86
bus,1.75,201.56,meat_heavy,17.65,0,2.1,165.28,300,8.82,0.0,509.59
car_petrol,81.26,32.69,meat_light,12.66,2,511.91,26.81,200,6.33,42.5,830.7
motorcycle,14.05,116.14,meat_light,21.46,1,46.35,95.23,200,10.73,21.25,355.55
bus,5.05,232.45,meat_light,17.75,0,6.06,190.61,200,8.88,0.0,420.07
car_petrol,33.54,10.0,meat_heavy,10.13,2,211.29,8.2,300,5.07,42.5,524.68
car_diesel,51.18,152.04,meat_light,17.11,1,261.03,124.67,200,8.55,21.25,641.17
train,29.44,179.22,meat_light,28.6,1,26.5,146.96,200,14.3,21.25,423.19
cycle,7.94,183.05,meat_light,18.38,0,0.0,150.1,200,9.19,0.0,368.7
walking,43.35,102.28,meat_heavy,25.36,1,0.0,83.87,300,12.68,21.25,443.82
car_electric,1.6,45.24,meat_light,18.54,4,2.4,37.1,200,9.27,85.0,343.97
cycle,15.08,184.36,meat_light,23.63,1,0.0,151.17,200,11.81,21.25,391.97
train,7.3,261.94,meat_light,17.42,2,6.57,214.79,200,8.71,42.5,476.13
cycle,14.9,203.49,vegetarian,23.55,0,0.0,166.86,100,11.78,0.0,298.0
car_petrol,41.47,183.32,vegetarian,26.88,2,261.28,150.32,100,13.44,42.5,602.87
motorcycle,13.34,100.91,meat_heavy,19.1,3,44.02,82.74,300,9.55,63.75,539.91
bus,34.78,186.4,meat_light,11.39,3,41.73,152.85,200,5.69,63.75,488.59
walking,50.78,170.21,pescatarian,28.67,0,0.0,139.57,150,14.34,0.0,312.55
car_electric,15.77,185.6,meat_heavy,22.09,1,23.65,152.19,300,11.05,21.25,499.02
car_diesel,11.65,88.18,pescatarian,21.64,1,59.4,72.31,150,10.82,21.25,315.43
car_petrol,75.32,158.6,vegetarian,13.95,0,474.5,130.05,100,6.97,0.0,697.82
bus,2.97,104.19,vegetarian,6.14,1,3.56,85.44,100,3.07,21.25,199.16
car_petrol,18.34,127.77,meat_light,18.15,3,115.55,104.77,200,9.08,63.75,510.83
cycle,51.38,53.68,vegetarian,30.35,2,0.0,44.02,100,15.17,42.5,217.66
motorcycle,32.15,10.0,meat_light,18.38,1,106.11,8.2,200,9.19,21.25,337.41
train,51.84,132.65,meat_heavy,23.25,0,46.66,108.78,300,11.63,0.0,452.81
train,9.09,141.15,meat_light,15.83,0,8.18,115.74,200,7.91,0.0,338.71
bus,33.08,140.66,vegetarian,27.33,0,39.7,115.34,100,13.67,0.0,265.79
train,0.33,213.42,meat_light,14.43,2,0.3,175.01,200,7.22,42.5,446.22
train,28.66,169.06,meat_light,19.68,0,25.79,138.63,200,9.84,0.0,361.86
train,64.67,102.64,meat_light,8.49,0,58.2,84.16,200,4.25,0.0,367.53
car_petrol,0.97,109.58,vegetarian,12.66,0,6.1,89.86,100,6.33,0.0,210.56
car_petrol,61.31,237.02,vegetarian,11.02,0,386.27,194.36,100,5.51,0.0,694.34
bus,36.6,195.93,meat_light,29.25,3,43.92,160.66,200,14.62,63.75,492.43
walking,42.78,143.67,meat_light,17.86,2,0.0,117.81,200,8.93,42.5,372.21
train,8.3,256.38,pescatarian,25.51,1,7.47,210.23,150,12.76,21.25,372.93
car_petrol,30.25,237.05,meat_heavy,11.06,3,190.55,194.38,300,5.53,63.75,714.65
motorcycle,33.1,191.96,vegetarian,25.38,0,109.23,157.4,100,12.69,0.0,384.79
train,9.61,168.56,vegetarian,15.49,0,8.65,138.22,100,7.74,0.0,240.26
car_diesel,22.45,147.79,vegetarian,19.91,0,114.51,121.18,100,9.96,0.0,354.49
car_petrol,20.56,134.31,vegetarian,17.24,0,129.54,110.13,100,8.62,0.0,357.84
motorcycle,44.45,212.8,pescatarian,13.9,1,146.7,174.5,150,6.95,21.25,483.54
car_petrol,70.1,236.81,meat_light,21.95,1,441.63,194.18,200,10.98,21.25,811.05
bus,4.22,258.26,meat_heavy,10.43,2,5.07,211.77,300,5.21,42.5,580.04
car_petrol,10.62,146.9,meat_heavy,13.02,1,66.91,120.46,300,6.51,21.25,477.77
walking,44.1,22.67,meat_light,13.46,3,0.0,18.59,200,6.73,63.75,296.45
car_petrol,79.02,176.78,meat_light,14.88,0,497.81,144.96,200,7.44,0.0,805.42
cycle,13.61,153.42,meat_light,37.33,1,0.0,125.81,200,18.66,21.25,353.28
car_electric,48.99,61.51,meat_heavy,18.68,2,73.48,50.44,300,9.34,42.5,441.94
walking,29.68,121.38,meat_light,15.07,2,0.0,99.53,200,7.53,42.5,334.97
car_diesel,9.17,79.28,vegetarian,22.82,2,46.78,65.01,100,11.41,42.5,277.56
bus,11.31,31.27,meat_heavy,10.36,2,13.57,25.64,300,5.18,42.5,368.82
car_electric,19.63,110.84,meat_heavy,38.54,2,29.45,90.89,300,19.27,42.5,482.51
cycle,34.77,95.33,meat_heavy,12.67,2,0.0,78.17,300,6.34,42.5,456.15
car_petrol,24.71,150.77,vegetarian,10.65,0,155.64,123.63,100,5.33,0.0,354.58
bus,11.12,131.33,vegetarian,14.45,4,13.34,107.69,100,7.23,85.0,304.23
car_electric,45.79,230.11,meat_light,27.51,4,68.69,188.69,200,13.75,85.0,530.06
walking,44.44,254.89,meat_light,27.66,0,0.0,209.01,200,13.83,0.0,403.76
walking,19.11,230.61,meat_light,15.01,0,0.0,189.1,200,7.51,0.0,411.6
train,4.51,89.8,meat_light,19.12,0,4.06,73.64,200,9.56,0.0,280.51
cycle,0.24,169.58,meat_heavy,30.89,1,0.0,139.06,300,15.44,21.25,441.91
car_petrol,53.67,123.43,meat_light,27.84,1,338.14,101.22,200,13.92,21.25,724.94
walking,103.13,183.96,meat_light,16.13,4,0.0,150.85,200,8.07,85.0,448.98
car_petrol,22.75,87.11,pescatarian,25.59,1,143.29,71.43,150,12.8,21.25,390.74
car_electric,3.57,229.27,meat_light,7.09,2,5.36,188.0,200,3.54,42.5,434.16
car_petrol,93.68,198.51,vegetarian,12.34,0,590.18,162.78,100,6.17,0.0,851.16
car_petrol,14.94,162.26,meat_light,10.5,0,94.15,133.05,200,5.25,0.0,458.13
car_petrol,6.38,125.93,meat_light,36.57,0,40.22,103.26,200,18.28,0.0,379.47
bus,3.64,220.36,meat_light,16.19,0,4.36,180.7,200,8.1,0.0,385.15
car_diesel,18.22,136.88,meat_light,29.42,3,92.91,112.24,200,14.71,63.75,489.51
bus,7.59,229.82,pescatarian,35.1,6,9.11,188.45,150,17.55,127.5,522.72
train,19.27,69.68,pescatarian,18.71,2,17.34,57.14,150,9.36,42.5,274.29
cycle,4.0,282.48,meat_light,21.0,3,0.0,231.64,200,10.5,63.75,545.51
car_petrol,3.48,173.28,pescatarian,13.67,2,21.93,142.09,150,6.83,42.5,357.85
bus,36.73,259.74,vegetarian,37.86,1,44.07,212.99,100,18.93,21.25,400.15
motorcycle,57.76,236.52,pescatarian,13.38,0,190.61,193.94,150,6.69,0.0,527.64
car_petrol,10.08,185.78,pescatarian,19.59,3,63.49,152.34,150,9.79,63.75,420.31
car_petrol,18.3,131.95,vegetarian,20.91,1,115.27,108.2,100,10.46,21.25,345.57
train,17.89,211.72,meat_heavy,12.63,4,16.1,173.61,300,6.31,85.0,580.89
bus,10.19,125.71,meat_light,35.76,3,12.23,103.08,200,17.88,63.75,368.38
cycle,47.78,10.0,pescatarian,36.9,6,0.0,8.2,150,18.45,127.5,285.23
bus,28.62,99.74,pescatarian,22.52,0,34.34,81.78,150,11.26,0.0,294.3
train,35.42,156.04,vegetarian,37.42,0,31.88,127.96,100,18.71,0.0,262.37
train,4.37,213.18,meat_light,28.86,0,3.93,174.81,200,14.43,0.0,381.52
car_electric,30.13,108.42,meat_light,24.61,2,45.2,88.91,200,12.31,42.5,404.35
car_petrol,4.29,110.55,meat_heavy,9.67,2,27.01,90.65,300,4.83,42.5,496.64
car_petrol,0.29,85.75,pescatarian,27.73,1,1.83,70.32,150,13.86,21.25,240.9
bus,9.83,214.08,vegetarian,23.39,4,11.8,175.54,100,11.7,85.0,385.92
walking,5.82,58.89,meat_heavy,33.22,1,0.0,48.29,300,16.61,21.25,385.81
cycle,11.83,180.87,meat_light,9.34,1,0.0,148.31,200,4.67,21.25,373.43
walking,32.98,137.24,meat_heavy,17.7,2,0.0,112.54,300,8.85,42.5,494.69
car_diesel,33.86,89.96,meat_light,28.34,1,172.67,73.77,200,14.17,21.25,480.4
cycle,44.72,171.57,meat_light,23.32,0,0.0,140.69,200,11.66,0.0,371.03
motorcycle,7.07,80.72,meat_light,20.19,0,23.34,66.19,200,10.09,0.0,288.15
walking,37.5,182.55,meat_heavy,30.07,2,0.0,149.69,300,15.04,42.5,515.24
walking,5.32,141.93,meat_light,24.84,0,0.0,116.38,200,12.42,0.0,330.91
bus,151.89,219.77,vegetarian,18.82,1,182.27,180.21,100,9.41,21.25,529.91
walking,28.78,118.37,meat_light,23.88,1,0.0,97.06,200,11.94,21.25,308.67
car_petrol,2.87,108.33,meat_light,23.48,0,18.08,88.83,200,11.74,0.0,321.22
train,28.86,10.0,pescatarian,30.2,3,25.97,8.2,150,15.1,63.75,255.9
car_diesel,34.0,209.88,pescatarian,16.77,2,173.39,172.1,150,8.39,42.5,506.61
car_electric,10.51,227.59,meat_light,18.75,4,15.77,186.62,200,9.38,85.0,521.49
car_petrol,31.23,129.02,vegetarian,20.21,3,196.76,105.79,100,10.1,63.75,508.88
train,100.13,142.34,meat_light,18.53,3,90.12,116.72,200,9.26,63.75,507.64
bus,65.84,210.11,meat_light,20.0,0,79.01,172.29,200,10.0,0.0,492.03
car_electric,17.5,221.63,meat_heavy,9.96,0,26.25,181.73,300,4.98,0.0,545.78
car_petrol,11.32,180.82,vegan,14.71,1,71.33,148.27,50,7.35,21.25,288.43
car_petrol,36.94,109.32,vegetarian,14.45,1,232.72,89.64,100,7.23,21.25,462.36
car_petrol,6.92,38.31,meat_heavy,13.88,2,43.61,31.41,300,6.94,42.5,433.02
car_electric,30.16,168.57,meat_heavy,28.97,2,45.23,138.23,300,14.49,42.5,546.65
car_diesel,34.24,187.99,meat_heavy,14.69,2,174.62,154.15,300,7.34,42.5,675.67
car_petrol,2.63,180.62,meat_light,22.57,0,16.55,148.11,200,11.29,0.0,402.1
walking,14.2,233.01,meat_light,23.79,4,0.0,191.06,200,11.89,85.0,457.89
bus,29.44,150.64,meat_heavy,23.38,1,35.32,123.53,300,11.69,21.25,485.68
car_diesel,42.63,176.21,vegetarian,20.91,0,217.39,144.49,100,10.46,0.0,471.77
car_petrol,7.59,130.74,vegetarian,16.52,4,47.81,107.21,100,8.26,85.0,335.93
motorcycle,57.22,211.42,meat_light,32.3,2,188.83,173.37,200,16.15,42.5,658.36
bus,55.18,44.25,meat_heavy,22.24,1,66.22,36.28,300,11.12,21.25,463.13
car_petrol,12.67,159.96,meat_light,27.97,3,79.8,131.17,200,13.99,63.75,510.28
bus,100.8,19.79,meat_heavy,12.68,0,120.96,16.23,300,6.34,0.0,477.31
car_diesel,14.01,184.28,vegan,7.03,0,71.43,151.11,50,3.51,0.0,286.91
car_petrol,6.71,126.59,pescatarian,19.59,2,42.3,103.81,150,9.8,42.5,325.55
cycle,60.06,119.9,vegan,18.05,1,0.0,98.32,50,9.02,21.25,182.3
car_electric,45.31,95.34,meat_light,30.54,4,67.96,78.18,200,15.27,85.0,417.35
car_diesel,15.56,338.43,pescatarian,18.8,2,79.35,277.51,150,9.4,42.5,571.73
bus,3.02,18.39,meat_light,17.19,3,3.62,15.08,200,8.59,63.75,290.14
car_petrol,14.44,181.65,meat_light,24.83,0,90.99,148.96,200,12.42,0.0,449.84
bus,223.98,232.1,meat_light,28.12,0,268.77,190.33,200,14.06,0.0,706.87
motorcycle,130.95,105.12,meat_light,19.41,0,432.15,86.19,200,9.7,0.0,698.98
car_electric,33.63,120.87,meat_light,19.95,1,50.44,99.12,200,9.98,21.25,406.48
motorcycle,30.86,192.03,meat_light,13.96,3,101.83,157.46,200,6.98,63.75,490.5
motorcycle,28.42,138.8,meat_heavy,13.24,1,93.79,113.82,300,6.62,21.25,577.06
car_petrol,31.63,151.08,meat_heavy,41.58,0,199.28,123.88,300,20.79,0.0,684.75
train,7.49,140.61,meat_heavy,27.11,0,6.74,115.3,300,13.56,0.0,460.06
bus,3.8,83.72,meat_light,24.29,0,4.56,68.65,200,12.14,0.0,263.53
car_diesel,19.22,167.63,vegetarian,1.0,2,98.01,137.46,100,0.5,42.5,390.83
car_electric,53.25,231.07,vegetarian,27.31,0,79.88,189.47,100,13.65,0.0,405.39
cycle,3.29,239.42,meat_light,10.7,3,0.0,196.32,200,5.35,63.75,438.63
motorcycle,2.56,141.39,meat_heavy,19.74,1,8.44,115.94,300,9.87,21.25,480.99
car_petrol,6.45,109.38,meat_heavy,8.5,0,40.65,89.69,300,4.25,0.0,414.05
car_petrol,2.07,130.2,meat_light,32.44,2,13.05,106.76,200,16.22,42.5,356.44
car_petrol,35.2,102.14,vegan,31.58,0,221.74,83.75,50,15.79,0.0,358.7
car_petrol,6.54,90.61,vegetarian,18.32,3,41.18,74.3,100,9.16,63.75,292.33
walking,10.61,87.16,meat_light,25.03,0,0.0,71.47,200,12.51,0.0,261.36
walking,20.24,137.13,pescatarian,24.41,1,0.0,112.45,150,12.2,21.25,305.66
bus,64.88,89.76,meat_light,15.74,1,77.85,73.6,200,7.87,21.25,358.47
car_diesel,13.11,48.36,vegetarian,13.23,0,66.88,39.65,100,6.61,0.0,229.18
walking,16.52,163.25,meat_heavy,25.65,3,0.0,133.87,300,12.83,63.75,506.19
car_petrol,5.22,92.41,vegetarian,18.2,1,32.85,75.78,100,9.1,21.25,232.87
motorcycle,14.02,182.71,vegetarian,21.44,0,46.26,149.82,100,10.72,0.0,324.12
bus,36.35,183.89,meat_heavy,16.09,1,43.62,150.79,300,8.04,21.25,490.69
cycle,39.31,126.8,vegetarian,22.55,1,0.0,103.97,100,11.28,21.25,227.61
bus,23.42,168.31,meat_heavy,13.87,0,28.1,138.01,300,6.93,0.0,480.4
car_electric,15.39,94.87,vegan,9.27,6,23.08,77.8,50,4.63,127.5,288.66
bus,12.1,16.23,pescatarian,25.86,1,14.52,13.3,150,12.93,21.25,204.41
car_petrol,20.33,136.62,vegan,21.76,0,128.09,112.03,50,10.88,0.0,324.1
cycle,22.65,144.23,meat_heavy,26.03,0,0.0,118.27,300,13.02,0.0,413.37
bus,11.88,61.85,meat_light,27.62,0,14.25,50.71,200,13.81,0.0,258.75
cycle,53.68,186.07,vegetarian,34.9,0,0.0,152.58,100,17.45,0.0,260.93
cycle,4.75,152.63,meat_light,26.51,0,0.0,125.16,200,13.26,0.0,325.91
walking,7.74,94.02,vegetarian,14.98,0,0.0,77.1,100,7.49,0.0,188.79
motorcycle,20.17,163.68,meat_heavy,17.72,0,66.57,134.22,300,8.86,0.0,500.15
car_petrol,39.27,177.09,vegetarian,22.13,1,247.39,145.22,100,11.07,21.25,498.42
car_electric,18.47,154.85,meat_light,18.65,2,27.7,126.98,200,9.33,42.5,391.66
cycle,166.02,168.36,vegetarian,30.37,2,0.0,138.05,100,15.18,42.5,305.8
walking,19.48,204.89,meat_heavy,10.89,0,0.0,168.01,300,5.44,0.0,460.28
bus,4.66,240.46,meat_heavy,16.73,6,5.6,197.18,300,8.37,127.5,630.67
walking,0.9,195.26,vegetarian,30.4,1,0.0,160.11,100,15.2,21.25,278.98
cycle,11.08,86.51,vegetarian,23.13,6,0.0,70.94,100,11.56,127.5,322.56
walking,8.77,150.69,meat_light,9.89,0,0.0,123.57,200,4.95,0.0,340.77
car_electric,5.16,193.01,meat_light,4.86,1,7.73,158.27,200,2.43,21.25,391.28
car_petrol,61.54,162.47,vegan,23.88,1,387.68,133.22,50,11.94,21.25,616.59
walking,138.46,157.56,meat_heavy,24.05,1,0.0,129.2,300,12.03,21.25,449.13
motorcycle,3.97,206.93,vegan,16.97,0,13.11,169.68,50,8.48,0.0,226.8
motorcycle,145.12,133.13,meat_heavy,17.93,3,478.89,109.17,300,8.96,63.75,888.87
train,26.64,148.05,meat_heavy,32.64,0,23.98,121.4,300,16.32,0.0,442.08
car_electric,14.94,156.79,vegan,26.36,1,22.4,128.57,50,13.18,21.25,232.25
walking,22.86,233.63,meat_heavy,27.09,1,0.0,191.58,300,13.55,21.25,504.24
cycle,32.93,179.56,meat_heavy,23.62,0,0.0,147.24,300,11.81,0.0,458.88
bus,9.98,178.72,meat_light,24.95,6,11.98,146.55,200,12.48,127.5,479.32
train,20.04,96.94,meat_heavy,16.1,1,18.04,79.49,300,8.05,21.25,449.02
bus,6.21,82.52,meat_heavy,7.66,0,7.45,67.66,300,3.83,0.0,408.39
walking,139.0,182.57,pescatarian,19.78,0,0.0,149.71,150,9.89,0.0,295.94
walking,0.35,102.56,vegetarian,20.69,0,0.0,84.1,100,10.34,0.0,205.63
bus,58.1,285.41,meat_light,21.29,1,69.72,234.03,200,10.64,21.25,565.29
bus,40.4,113.57,meat_light,24.5,0,48.48,93.13,200,12.25,0.0,358.57
bus,147.27,139.54,meat_heavy,14.2,3,176.72,114.42,300,7.1,63.75,687.09
cycle,9.75,177.28,meat_light,25.56,0,0.0,145.37,200,12.78,0.0,351.27
walking,1.65,106.39,vegan,28.36,2,0.0,87.24,50,14.18,42.5,188.67
train,30.75,240.79,meat_light,21.52,0,27.67,197.45,200,10.76,0.0,452.21
bus,0.32,156.25,meat_heavy,27.33,3,0.38,128.12,300,13.67,63.75,501.47
bus,13.44,206.74,meat_heavy,19.03,0,16.12,169.53,300,9.52,0.0,503.9
